label,tweet
0,"j u s t "" "" r e a l i s e d "" "" i p l p o s t p o n m e n t "" "" c a n "" "" b e "" "" a "" "" b l e s s i n g "" "" i n "" "" d i s g u i s e "" "" f o r "" "" r r "" "" w i t h "" "" j o f "" "" a n d "" "" s t o k e s y "" "" b a c k "" "" i n "" "" t h e "" "" s i d e "" "" f o r "" "" t h e"
1,"j u s t "" "" i n "" "" t o m o r r o w "" "" m a t c h "" "" b e t w e e n "" "" r r "" "" a m p "" "" c s k "" "" h a s "" "" b e e n "" "" r e s c h e d u l e d "" "" r r "" "" c s k "" "" r r v c s k "" "" i p l "" "" i p l 2 0 2 1"
1,"r t "" "" c r i c f i t "" "" s t a t "" "" a l e r t "" "" h i g h e s t "" "" s t r i k e "" "" r a t e "" "" b y "" "" a "" "" c h e n n a i "" "" s u p e r "" "" k i n g s "" "" b a t t e r "" "" i n "" "" i p l "" "" 7 0 "" "" r u n s "" "" 3 4 8 "" "" 0 0 "" "" s u r e s h "" "" r a i n a "" "" v "" "" p b k s "" "" 2 0 1 4 "" "" 2 6 6 "" "" 6"
0,"r t "" "" s u r o p r i y a c "" "" c r i c c r a z y l o v e r "" "" j u s t "" "" p r a y "" "" t h a t "" "" m s d h o n i "" "" d o e s n t "" "" r e t i r e "" "" t h i s "" "" s e a s o n "" "" f i n g e r s "" "" c r o s s e d "" "" f o r "" "" o u r "" "" l o v e "" "" w h i s t l e p o d u "" "" i p l p o s t p"
1,"r t "" "" c s k "" "" z e a l o t s "" "" t h e "" "" m o s t "" "" a w a i t e d "" "" m a t c h "" "" o f "" "" t h e "" "" t o u r n a m e n t "" "" a n d "" "" e l "" "" c l a s s i c o "" "" o f "" "" t r u e "" "" s e n s e "" "" c s k v s m i "" "" i s "" "" h e r e "" "" c o n t i n u e "" "" t h e "" "" s t r e a k "" "" a s "" "" l o n g e r "" "" a s"
0,"r t "" "" c r i c k e t r a c k e r "" "" s h r e e v a t s "" "" g o s w a m i "" "" s e n d s "" "" h i s "" "" m e s s a g e "" "" a f t e r "" "" i p l "" "" g o t "" "" s u s p e n d e d "" "" f o r "" "" i n d e f i n i t e "" "" p e r i o d "" "" s u n r i s e r s "" "" h y d e r a b a d "" "" c s k "" "" m i "" "" r c"
1,"i p l "" "" 2 0 2 1 "" "" m s "" "" d h o n i "" "" h a d "" "" a "" "" h u g e "" "" r o l e "" "" t o "" "" p l a y "" "" a s "" "" c a p t a i n "" "" s a y s "" "" i r f a n "" "" p a t h a n "" "" o n "" "" c s k "" "" s "" "" c o m e b a c k "" "" t o "" "" w i n n i n g "" "" w a y s"
1,"h a p p y "" "" f o r "" "" k k r"
1,"r t "" "" a d i t y a s i d d a r t h 7 "" "" 2 0 2 1 "" "" i p l "" "" w i n n e r "" "" k k r"
0,"s p o r t s "" "" i n d i a "" "" s h o w "" "" e x c l u s i v e "" "" h o w "" "" i n j u r y "" "" t o "" "" k l r a h u l 1 1 "" "" i m p a c t s "" "" p u n j a b k i n g s i p l "" "" k l r a h u l "" "" p b k s "" "" p u n j a b k i n g s"
0,"i p l "" "" s u s p e n d e d "" "" f o r "" "" t h i s "" "" s e a s o n "" "" v i c e "" "" p r e s i d e n t "" "" b c c i "" "" r a j e e v "" "" s h u k l a "" "" t o "" "" a n i "" "" v i v o i p l "" "" i p l "" "" c a n c e l "" "" i p l "" "" i p l "" "" s u s p e n d e d"
0,"i n f e c t e d "" "" p r e m i e r "" "" l e a g u e "" "" i p l "" "" i p l 2 0 2 1 "" "" c h e n n a i s u p e r k i n g s "" "" r o y a l c h a l l e n g e r s b a n g a l o r e "" "" r a j a s t h a n r o y a l s"
0,"a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" d i l c h i l l e r "" "" a m u l k o o l "" "" c h i l l y o u r d i l "" "" s r h"
1,"r t "" "" t h e d h o n i e r a "" "" s o m e "" "" g o o d "" "" n e w s "" "" w h o l e "" "" c s k "" "" t e a m "" "" p l a y e r s "" "" h a v e "" "" t e s t e d "" "" n e g a t i v e "" "" f o r "" "" t h e "" "" c o v i d "" "" 1 9 "" "" c s k "" "" i p l 2 0 2 1 "" "" c h e n n a i i p l"
1,"r t "" "" c r i c f i t "" "" j i m m y "" "" n e e s h a m "" "" a l l "" "" s e t "" "" t o "" "" m a k e "" "" h i s "" "" d e b u t "" "" f o r "" "" m u m b a i "" "" i n d i a n s "" "" c s k v s m i "" "" m i v c s k "" "" m i "" "" i p l 2 0 2 1 "" "" c r i c f i t"
1,"b e s t "" "" p e r f o r m e r s "" "" o f "" "" d c "" "" v s "" "" p b k s "" "" g a m e "" "" k a g i s o r a b a d a "" "" m a y a n k a g a r w a l "" "" d c "" "" p b k s "" "" d c v s p b k s "" "" d e l h i c a p i t a l s "" "" p u n j a b k i n g s"
0,"i m "" "" g o n n a "" "" m i s s "" "" w a t c h i n g "" "" r c b "" "" m a t c h e s"
1,"r t "" "" h i t m a n r o c k y 4 5 "" "" t h r o w "" "" m e "" "" i n t o "" "" t h e "" "" w o l v e s "" "" a n d "" "" i "" "" c o m e "" "" b a c k "" "" l e a d i n g "" "" t h e "" "" p a c k "" "" b i g g e s t "" "" i n s p i r a t i o n "" "" i m r o 4 5 "" "" r o h i t s h a r m a "" "" m i p a"
0,"p u n j a b k i n g s i p l "" "" t h i s i s b r a r "" "" t r u s t "" "" m e "" "" y o u "" "" n e v e r "" "" g o n n a "" "" m a k e "" "" i n t o "" "" t h e "" "" i n d i a n "" "" n a t i o n a l "" "" t e a m "" "" k e e p "" "" s u p p o r t i n g "" "" m i a "" "" k h a l e"
0,"r t "" "" y o u a r e s o v a i n "" "" i p l 2 0 2 1 "" "" h a s "" "" b e e n "" "" s u s p e n d e d "" "" m e a n w h i l e "" "" s r h "" "" f a n s"
0,"r t "" "" y a s h h m o r e 7 "" "" s r h "" "" f a n s "" "" r i g h t "" "" n o w "" "" b r i n g b a c k w a r n e r "" "" b c c i "" "" i p l c a n c e l "" "" i p l c o v i d b r e a c h "" "" i p l 2 0 2 1 "" "" i p l s u s p e n d e d "" "" i p l p o s t p o n e d "" "" i p l 2 0 2 1 s u s p e n d"
1,"e n j o y m e n t "" "" o f "" "" k i d s "" "" a t "" "" g "" "" b l o c k "" "" p a r k "" "" w a p d a "" "" c i t y "" "" f a i s a l a b a d "" "" w a p d a c i t y "" "" p u n j a b "" "" p u n j a b k i n g s "" "" f i r d o u s a s h i q a w a n "" "" k a r a c h i"
1,"r t "" "" p u n j a b k i n g s i p l "" "" b r a r "" "" d a "" "" p r a h a a r "" "" k n o c k s "" "" o v e r "" "" p r i t h v i "" "" t o "" "" e n d "" "" t h e "" "" s h a w "" "" s a d d a p u n j a b "" "" i p l 2 0 2 1 "" "" p u n j a b k i n g s "" "" p b k s v d c"
0,"m i d i n e w s "" "" a b c m e d i a w a t c h "" "" m e d i a "" "" m e d i a n e w s "" "" v i r a l "" "" k i s s a n e k t a j i n d a b a d "" "" p u n j a b k i n g s "" "" i n d i a c o v i d c r i s i s "" "" c o v i d 1 9"
1,"f i n a l l y "" "" r c b t w e e t s "" "" e e s a l a c u p n a m d e "" "" r c b"
1,"j u s t "" "" l i s t e d "" "" i n "" "" c l a w s o n "" "" m i "" "" 3 3 7 "" "" s "" "" m a r i a s "" "" a v e n u e "" "" p l e a s e "" "" r e t w e e t"
1,"r t "" "" t e n t a r a n s p o r t s "" "" w h o "" "" i s "" "" y o u r "" "" f a v o r i t e "" "" r o y a l c h a l l e n g e r s b a n g a l o r e "" "" p l a y b o l d "" "" r c b "" "" y o u a r e t h e d i f f e r e n c e "" "" p u n j a b k i n g s "" "" s a d d a p u n j a b "" "" p b k s"
1,"l i c e n s e "" "" p l a t e "" "" r e p o r t "" "" f o r "" "" c b l 7 3 1 "" "" f r o m "" "" m i c h i g a n "" "" m i c h i g a n "" "" m i "" "" i s "" "" a "" "" 2 0 1 0 "" "" f o r d "" "" f u s i o n "" "" s e l "" "" v i e w "" "" r e p o r t"
1,"w e "" "" a r e "" "" l o o k i n g "" "" f o r "" "" a "" "" b u y e r "" "" o n "" "" 0 "" "" p e c k "" "" b r o w n c i t y "" "" m i "" "" r e a l e s t a t e"
1,"h e r e "" "" a r e "" "" t h e "" "" b e s t "" "" p e r f o r m e r s "" "" o f "" "" i p l "" "" 2 0 2 1 "" "" s o "" "" f a r "" "" i p l "" "" b c c i "" "" c s k "" "" m i "" "" r c b "" "" s r h "" "" p b k s "" "" d c "" "" r r "" "" k k r "" "" i p l "" "" i p l 2 0 2 1"
1,"r t "" "" l a a l k a p t a a n "" "" p u n j a b k i n g s i p l "" "" v s "" "" d e l h i c a p i t a l s "" "" g a u t a m "" "" g a m b h i r "" "" s "" "" l a s t "" "" i p l "" "" c a r e e r "" "" m a t c h "" "" g a u t a m g a m b h i r "" "" i p l 2 0 1 8 "" "" k l r a h u l "" "" k i n g s x i p u n j"
1,"r t "" "" s t a r s p o r t s i n d i a "" "" h e r e "" "" w h a t "" "" t o m "" "" m o o d y "" "" h a d "" "" t o "" "" s a y "" "" a b o u t "" "" d a v i d w a r n e r "" "" e x c l u s i o n "" "" f r o m "" "" s r h "" "" p l a y i n g "" "" x i "" "" t o d a y "" "" r r v s r h "" "" v i v o i p l "" "" i p l 2 0"
1,"w e "" "" w i l l "" "" b e "" "" b a c k "" "" a g a i n "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1"
0,"a n u s h k a s h a r m a "" "" w h o "" "" d i c k "" "" t a s t e d "" "" b e t t e r "" "" r a n v e e r s i n g h "" "" o r "" "" i m v k o h l i "" "" r c b "" "" p l a y b o l d "" "" i p l "" "" i p l 2 0 2 1 "" "" i p l p o s t p o n e d "" "" i p l c o v i d b r e a c h"
0,"t i l l "" "" n o w "" "" o n l y "" "" r c b "" "" i s "" "" s a f e "" "" c s k "" "" s r h "" "" k k r "" "" d c "" "" t e a m "" "" g e t "" "" p o s i t i v e "" "" c a s e s "" "" a n d "" "" i s o l a t e d "" "" a n d "" "" a l s o "" "" r r "" "" m i "" "" p b k s "" "" w i l l"
1,"h o w "" "" i s "" "" i t "" "" p u n j a b k i n g s i p l "" "" p b k s "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s"
0,"t i m e s o f i n d i a "" "" i p l 2 0 2 1 "" "" w i t h "" "" m i "" "" s r h "" "" k k r "" "" c s k "" "" p e o p l e "" "" t e s t i n g "" "" p o s i t i v e "" "" c o v i d e m e r g e n c y i n d i a "" "" a d d s "" "" i p l "" "" t o "" "" i t s "" "" l a t e s"
0,"r o c k w i t h b o a t "" "" p u n j a b k i n g s i p l "" "" w h y "" "" s r h "" "" a n d "" "" r r "" "" i s "" "" n o t "" "" i n "" "" b o a t "" "" c o v e r "" "" p h o t o "" "" s r h "" "" r r "" "" s u n r i s e r s "" "" r a j a s t h a n r o y a l s"
1,"i "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" m y "" "" l i s t i n g "" "" a t "" "" 1 0 6 2 "" "" c a l c u t "" "" p a r c e l "" "" c "" "" g r e e n t w p "" "" m i "" "" r e a l e s t a t e"
1,"w a t c h "" "" t h i s "" "" i p l c a n c e l "" "" i p l 2 0 2 1 "" "" i p l s u s p e n d e d "" "" r c b"
0,"r t "" "" z e e n e w s e n g l i s h "" "" i p l 2 0 2 1 "" "" v i r a l "" "" v i d e o "" "" s h o w s "" "" a m b u l a n c e "" "" s t o p p e d "" "" f o r "" "" k k r "" "" c o n v o y "" "" p o l i c e "" "" c a l l "" "" i t "" "" f a k e "" "" d e f a m a t o r y "" "" w a t c h "" "" v i r a l v i d e o "" "" k"
1,"r t "" "" m i t n f c 2 o "" "" m a t c h d a y "" "" o n e f a m i l y "" "" m u m b a i i n d i a n s "" "" m i "" "" i p l 2 0 2 1 "" "" s r h v s m i"
1,"m i "" "" f i r s t "" "" t i m e "" "" e v e r "" "" i n "" "" i p l "" "" h i s t o r y "" "" m i "" "" c h a s e d "" "" d o w n "" "" a "" "" t a r g e t "" "" o f "" "" 2 0 0 "" "" r u n s "" "" r r "" "" j o s "" "" b u t t l e r "" "" r e c o r d e d "" "" h i g h e s t "" "" e v e r"
1,"r t "" "" m i p a l t a n "" "" w e a r "" "" a "" "" m a s k "" "" s a v e "" "" l i v e s "" "" h e r e "" "" a "" "" g u i d e "" "" o n "" "" h o w "" "" t o "" "" s a f e l y "" "" w e a r "" "" a n d "" "" r e m o v e "" "" t h e "" "" n "" "" 9 5 "" "" m a s k "" "" b y "" "" m i "" "" t e a m "" "" p h y s i c i a n "" "" d r "" "" s w a p n e i l"
1,"n e x t "" "" m a t c h "" "" e p d i n a a a "" "" p a r l e d h u "" "" w a r n e r "" "" l e k a p o t h e y "" "" n e e k u "" "" d a r u v u "" "" d a r u v e y "" "" i p l 2 0 2 1 "" "" s t a y "" "" s a f e "" "" a n d "" "" s t a y "" "" h o m e "" "" o r a n g e a r m y"
1,"r t "" "" i d l e b r a i n j e e v i "" "" n e w "" "" c a p t a i n "" "" o f "" "" p u n j a b k i n g s "" "" i s "" "" m a y a n k "" "" h e "" "" m a d e "" "" 9 9 "" "" i t "" "" s "" "" a "" "" m o t i v a t i n g "" "" i n n i n g s "" "" i n "" "" a "" "" s t a r k "" "" c o n t r a s t "" "" t h e "" "" n e w l y "" "" a p p o i n t e"
0,"r t "" "" m a x i t h e b i g s h o w "" "" r c b "" "" 2 0 9 "" "" 3 "" "" 1 8 o v e r s "" "" d d p "" "" 4 5 "" "" 2 4 "" "" k o h l i "" "" 1 0 4 "" "" 5 1 "" "" p a t i d a r "" "" 3 "" "" 5 "" "" m a x w e l l "" "" 4 8 "" "" 2 0 "" "" a b "" "" d e v i l l i e r s "" "" 5 "" "" 2 "" "" k o h l i "" "" d e p a"
1,"r a j a t s h a r m a l i v e "" "" y e s "" "" c o r r e c t "" "" s h a r m a "" "" j i "" "" o r e l s e "" "" d o o r "" "" t o "" "" d o o r "" "" v a c c i n a t i o n "" "" s h o u l d "" "" d o n e "" "" b y "" "" g o v t "" "" p m o i n d i a"
1,"j a n e "" "" g u n i a "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" t h e "" "" l i s t i n g "" "" a t "" "" 1 5 8 1 "" "" a r b o r "" "" l a n e "" "" m a n i s t e e "" "" m i "" "" r e a l e s t a t e"
1,"r a j a s t h a n r o y a l s "" "" s t a y "" "" s a f e "" "" e v e r y o n e "" "" a n d "" "" h a v e "" "" a "" "" s a f e "" "" j o u r n e y "" "" t o "" "" a l l "" "" o u r "" "" p l a y e r s "" "" a n d "" "" i "" "" h o p e "" "" r a j a s t h a n r o y a l s "" "" w i l l "" "" c o m"
1,"2 "" "" m o r e "" "" u l t r a "" "" c l e a n s w e e p "" "" t e a m s "" "" f r o m "" "" t 1 0 "" "" a m p "" "" f o o t b a l l "" "" f o r "" "" t e a m s "" "" c o n t a c t "" "" u s "" "" 7 0 1 3 4 7 0 4 9 0 "" "" w h t s p "" "" d r e a m 1 1"
1,"r t "" "" k k r i d e r s "" "" u n t i l "" "" w e "" "" m e e t "" "" a g a i n "" "" k k r "" "" s t a y h o m e s t a y s a f e"
1,"b r e a k i n g "" "" i p l "" "" c r i c k e t "" "" v i r a t k o h l i "" "" c s k "" "" m s d h o n i "" "" r o h i t s h a r m a "" "" r c b "" "" i n d i a "" "" d h o n i "" "" l o v e "" "" i c c "" "" m u m b a i i n d i a n s"
1,"1 4 k "" "" i t a l i a n "" "" g o l d "" "" s e t "" "" m i "" "" m e d i a i m p o r t s "" "" m i j e w e l r y "" "" g i f t i d e a s "" "" g o l d w h o l e s a l e r "" "" r i g a c h a i n "" "" u n i q u e c h a i n s"
0,"i p l 2 0 2 1 "" "" c h e n n a i "" "" v s "" "" r a j a s t h a n "" "" m a t c h "" "" f o r "" "" t o m o r r o w "" "" w i l l "" "" b e "" "" r e s c h e d u l e d "" "" t o "" "" a "" "" l a t e r "" "" d a t e "" "" a s "" "" c h e n n a i "" "" b o w l i n g "" "" c o a c h"
0,"r t "" "" i n v i s i b l e i n d r a 1 "" "" a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" a m o o l c o o l "" "" c h i l l y o u r d i l "" "" s r h "" "" d i l c h i l l e r "" "" a m u l "" "" c o o"
0,"d e a r "" "" f e l l o w "" "" f a n s "" "" p a r t "" "" o f "" "" a "" "" p h a s e "" "" b o l k e "" "" k h u d "" "" k o "" "" b e h l a "" "" l o "" "" c o v i d e m e r g e n c y i n d i a "" "" c o v i d s e c o n d w a v e "" "" r c b"
1,"r t "" "" d e e p a k d b o s s "" "" d r o p "" "" y o u r "" "" f a v o r i t e "" "" m e m e "" "" t e m p l a t e "" "" o f "" "" t h i s "" "" i p l 2 0 2 1 "" "" m i n e "" "" r c b "" "" d b o s s "" "" r o b e r r t"
1,"m e "" "" a n d "" "" h e "" "" m y "" "" f u t u r e "" "" h u s b a n d "" "" s p e c i a l "" "" m i "" "" r r "" "" s h i v a m d u b e"
1,"r v c j "" "" f b "" "" r c b "" "" i n "" "" t h i s "" "" s e a s o n "" "" t h i s "" "" t e a m "" "" h i t s "" "" a "" "" d i f f e r e n t"
1,"w e "" "" w a n t "" "" c o m e "" "" b a c k "" "" t o "" "" w a r n e r "" "" i n "" "" s r h"
0,"r t "" "" k e d a r j f a n 1 0 1 "" "" a c c o r d i n g "" "" t o "" "" i n s i d e s p o r t "" "" t h r e e "" "" b o o k i e s "" "" a r e "" "" a r r e s t e d "" "" f r o m "" "" a "" "" m u m b a i "" "" t e a m "" "" h o t e l "" "" b y "" "" b c c i "" "" a n t i "" "" c o r r u p t i o n "" "" u n i t "" "" t h e s e "" "" t h r e e "" "" w"
1,"k k r i d e r s "" "" w i l l "" "" w a i t "" "" y o u "" "" a r e "" "" g o i n g "" "" t o "" "" b e "" "" a m a z i n g "" "" w h e n e v e r "" "" i p l "" "" c o n t i n u e s "" "" c o m e b a c k "" "" s t r o n g e r "" "" k n i g h t s "" "" w e "" "" w a n t "" "" t o"
1,"r t "" "" s a n n y d h f m "" "" t h i s "" "" i s "" "" c h e n n a i "" "" b u t "" "" n o t "" "" a c t o r v i j a y "" "" s i r "" "" f i l m "" "" n o t "" "" d h a n u s h k r a j a "" "" s i r "" "" f i l m "" "" n o t "" "" r a j i n i k a n t h "" "" s i r "" "" f i l m "" "" i t "" "" i s "" "" t h e "" "" f i l m "" "" o f "" "" o u r "" "" d e"
1,"r t "" "" r o n a l d "" "" v a n l o o n "" "" a i "" "" c a n "" "" h e l p "" "" y o u "" "" a n d "" "" y o u r "" "" b o s s "" "" m a x i m i z e "" "" y o u r "" "" p o t e n t i a l "" "" b y "" "" f o r b e s "" "" m a r c o a n n u n z i a t a "" "" l e a r n "" "" m o r e"
0,"r t "" "" c r i c f i t "" "" b r e a k i n g "" "" z a m p a "" "" r i c h a r d s o n "" "" r c b "" "" i p l 2 0 2 1 "" "" c r i c f i t"
1,"a n y "" "" i p l 2 0 2 1 "" "" f a n s "" "" p l s "" "" g o "" "" a n d "" "" l i k e "" "" m y "" "" p i n n e d "" "" t w e e t "" "" i "" "" t o o k "" "" s o m e "" "" e f f o r t "" "" t o "" "" t h a n k "" "" e a c h "" "" a n d "" "" e v e r y "" "" p l a y e r s "" "" w h o "" "" c a m e "" "" a n d "" "" e"
1,"r t "" "" p u n j a b k i n g s i p l "" "" t h i s "" "" t i m e "" "" a r o u n d "" "" t h e "" "" t h o u g h t "" "" w a s "" "" t o "" "" p l a y "" "" f r e e l y "" "" a n d "" "" n o t "" "" t o "" "" p u t "" "" u n d u e "" "" p r e s s u r e "" "" o n "" "" m y s e l f "" "" s a d d a p u n j a b "" "" p u n j a b k i n g"
1,"c o m e b a c k "" "" s u p e r "" "" k i n g s "" "" m s d h o n i "" "" i p l 2 0 2 1 "" "" w h i s t l e p o d u "" "" c s k "" "" c h e n n a i s u p e r k i n g s "" "" v a l i m a i"
0,"o v e r "" "" t h e "" "" n e x t "" "" f e w "" "" d a y s "" "" i t "" "" i s "" "" v e r y "" "" i m p o r t a n t "" "" f o r "" "" a u t h o r i t i e s "" "" t o "" "" d e t e r m i n e "" "" h o w "" "" p l a y e r s "" "" t e s t e d "" "" p o s i t i v e "" "" i n "" "" v a r i o u s "" "" t e"
0,"f o x c r i c k e t "" "" s r h "" "" d o n t "" "" d e s e r v e "" "" f o r "" "" w a r n e r"
1,"r t "" "" i p l "" "" r e a d "" "" s d h a w a n 2 5 "" "" s c o r e d "" "" a "" "" t e r r i f i c "" "" 6 9 "" "" a s "" "" d e l h i c a p i t a l s "" "" m o v e d "" "" t o "" "" t h e "" "" t o p "" "" o f "" "" t h e "" "" p o i n t s "" "" t a b l e "" "" a f t e r "" "" a "" "" 7"
1,"a "" "" m a s t e r c l a s s "" "" h i s "" "" s p l e n d i d "" "" d i s p l a y "" "" w i t h "" "" t h e "" "" b a t "" "" t o "" "" l e a d "" "" p u n j a b k i n g s "" "" w i t h "" "" a n "" "" u n b e a t e n "" "" 9 9 "" "" m a k e s "" "" t h e "" "" s k i p p e r "" "" m a y a n k"
1,"a "" "" v e r y "" "" h a p p y "" "" b i r t h d a y "" "" l o k i "" "" h a p p y b i r t h d a y l o k i "" "" f a n "" "" o f "" "" r c b"
0,"r t "" "" n e w s f l i c k s 2 1 "" "" i p l "" "" s u s p e n d e d "" "" f o r "" "" t h i s "" "" s e a s o n "" "" v i c e "" "" p r e s i d e n t "" "" b c c i "" "" r a j e e v "" "" s h u k l a "" "" t o "" "" a n i "" "" v i v o i p l "" "" i p l "" "" c a n c e l "" "" i p l "" "" i p l "" "" s u s p e n d e d "" "" k a n g a n a r"
1,"r t "" "" i t z "" "" e x p i r y 4 5 "" "" o n c e "" "" u p o n "" "" a "" "" t i m e "" "" i n "" "" s r h "" "" m a s t e r "" "" i p l 2 0 2 1"
0,"m o s t "" "" s i x e s "" "" i n "" "" d e a t h "" "" o v e r s "" "" 1 6 "" "" 2 0 "" "" i n "" "" i p l "" "" m s "" "" d h o n i "" "" 1 6 2 "" "" k i e r o n "" "" p o l l a r d "" "" 1 3 5 "" "" a b "" "" d e "" "" v i l l i e r s "" "" 1 3 5 "" "" r o h i t "" "" s h a r m a"
1,"r c b t w e e t s "" "" t e a m s "" "" i n "" "" i p l "" "" 2 0 0 8 "" "" t o "" "" 2 0 2 1 "" "" m a t c h e s "" "" 2 0 3 "" "" w o n "" "" 9 4 "" "" l o s t "" "" 1 0 2 "" "" t i e d "" "" a n d "" "" w o n "" "" 2 "" "" t i e d "" "" a n d "" "" l o s t "" "" 1 "" "" n o "" "" r e s"
0,"e "" "" s a a l a "" "" c u p "" "" n a m d e "" "" t o "" "" b e "" "" c o n t i n u e d "" "" r c b"
1,"s o m e "" "" g o o d "" "" n e w s "" "" m s d h o n i "" "" i p l 2 0 2 1 "" "" c s k "" "" v a l i m a i"
1,"c o m p l e t e "" "" v i d e o "" "" i s "" "" a i "" "" g e n e r a t e d "" "" i n c l u d i n g "" "" t h e "" "" a n c h o r "" "" t h e "" "" f u t u r e "" "" o f "" "" i n s i g h t s "" "" i s "" "" p o i s e d "" "" t o "" "" c h a n g e "" "" i p l 2 0 2 1 "" "" r c b"
0,"r t "" "" i a m s k t a s h a n "" "" t b h "" "" m u m b a i "" "" i n d i a n s "" "" h a v e "" "" r e a l l y "" "" t o x i c "" "" f a n b a s e "" "" a n d "" "" 7 0 "" "" d h o n i "" "" h a t e r s "" "" c o m e s "" "" f r o m "" "" m i"
0,"a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" d i l l c h i l l e r "" "" a m u l k o o l "" "" c h i l l y o u r d i l "" "" s r h"
0,"r t "" "" s u r e s h c h a k r a v "" "" i t "" "" l o o k s "" "" r a v i n d r a "" "" j a d e j a "" "" a l r e a d y "" "" k n e w "" "" t h a t "" "" i p l "" "" w i l l "" "" n o t "" "" c o n t i n u e "" "" f r o m "" "" m a y "" "" 4 t h "" "" s o "" "" t h a t "" "" w h y "" "" h e "" "" s h o w e d "" "" a l l "" "" h i s "" "" t a l e n t s"
0,"i f "" "" i p l 2 0 2 1 "" "" i s "" "" n o t "" "" g o i n g "" "" t o "" "" h a p p e n "" "" a n y t i m e "" "" t h i s "" "" y e a r "" "" t h e n "" "" t h e "" "" m a t c h "" "" a g a i n s t "" "" m i "" "" c a n "" "" b e "" "" t h e "" "" l a s t "" "" m a t c h "" "" o f "" "" m s d h o n i"
1,"r t "" "" s h i v a s a i n y a "" "" w e "" "" l o v e "" "" y o u "" "" m a x i "" "" o f c o u r s e "" "" s h i v a n n a "" "" d r s h i v a r a j k u m a r "" "" m a x w e l l "" "" j o g i "" "" r c b "" "" s h i v a n n a "" "" d a n i s h "" "" s h i v a s a i n y a "" "" n i m m a s h i"
